rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,question_type,source_file,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,response_10,response_11,response_12
25860,,"{""Behavior"":""shy, sensitive, obsessive, quiet, antisocial""}",survey-text,3,2.1.0,183783,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,behavior,a080whw93e.csv,shy,sensitive,obsessive,quiet,antisocial,,,,,,,
24804,,"{""Sound"":""just like everyone else""}",survey-text,4,2.1.0,208588,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,sound,a080whw93e.csv,just like everyone else,,,,,,,,,,,
11143,,"{""Know"":""yes""}",survey-text,5,2.1.0,219734,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,know,a080whw93e.csv,yes,,,,,,,,,,,
74371,,"{""Person"":""rigid, neurodivergent, anxious, bright, confused""}",survey-text,2,2.1.0,1974141,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,person,almumq19sd.csv,rigid,neurodivergent,anxious,bright,confused,,,,,,,
37848,,"{""Behavior"":""differently, cautious, apprehensively, deliberately, hesitantly""}",survey-text,3,2.1.0,2011995,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,behavior,almumq19sd.csv,differently,cautious,apprehensively,deliberately,hesitantly,,,,,,,
82471,,"{""Sound"":""varied, quiet, monotone, normal, confused""}",survey-text,4,2.1.0,2094472,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,sound,almumq19sd.csv,varied,quiet,monotone,normal,confused,,,,,,,
3549,,"{""Know"":""yes""}",survey-text,5,2.1.0,2098043,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,know,almumq19sd.csv,yes,,,,,,,,,,,
64290,,"{""Person"":""special needs, disabled, unfocused, loud, dysfunctional""}",survey-text,2,2.1.0,70726,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,person,asfkggl720.csv,special needs,disabled,unfocused,loud,dysfunctional,,,,,,,
21163,,"{""Behavior"":""loud, violent, unfocused, confused""}",survey-text,3,2.1.0,91894,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,behavior,asfkggl720.csv,loud,violent,unfocused,confused,,,,,,,,
46898,,"{""Sound"":""loud, uninterested, unfocused, different""}",survey-text,4,2.1.0,138796,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,sound,asfkggl720.csv,loud,uninterested,unfocused,different,,,,,,,,
7304,,"{""Know"":""Yes""}",survey-text,5,2.1.0,146121,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,know,asfkggl720.csv,Yes,,,,,,,,,,,
73913,,"{""Person"":""fixated, precise, detail-oriented, unusual, honest, sensitive""}",survey-text,2,2.1.0,312143,6733b5e257da4b8525bdcae7,691666c81a5eeee631c26019,69167862ac1823370857c1a8,person,aw325v0zc8.csv,fixated,precise,detail-oriented,unusual,honest,sensitive,,,,,,
107938,,"{""Behavior"":""sensitive, routine, repetitive, introverted, literal""}",survey-text,3,2.1.0,420096,6733b5e257da4b8525bdcae7,691666c81a5eeee631c26019,69167862ac1823370857c1a8,behavior,aw325v0zc8.csv,sensitive,routine,repetitive,introverted,literal,,,,,,,
105917,,"{""Sound"":""unusual, quiet, detail-oriented, introverted, direct""}",survey-text,4,2.1.0,526029,6733b5e257da4b8525bdcae7,691666c81a5eeee631c26019,69167862ac1823370857c1a8,sound,aw325v0zc8.csv,unusual,quiet,detail-oriented,introverted,direct,,,,,,,
5193,,"{""Know"":""no""}",survey-text,5,2.1.0,531244,6733b5e257da4b8525bdcae7,691666c81a5eeee631c26019,69167862ac1823370857c1a8,know,aw325v0zc8.csv,no,,,,,,,,,,,
30523,,"{""Person"":""mental illness, awkward, niche talents, spectrum""}",survey-text,2,2.1.0,36998,5f5967d6e280e61b2db8e55c,691666c81a5eeee631c26019,69166df573b35563121103c5,person,b1dqavy30x.csv,mental illness,awkward,niche talents,spectrum,,,,,,,,
52252,,"{""Behavior"":""awkward, tactless, straightforward, honest, inconsiderate""}",survey-text,3,2.1.0,89253,5f5967d6e280e61b2db8e55c,691666c81a5eeee631c26019,69166df573b35563121103c5,behavior,b1dqavy30x.csv,awkward,tactless,straightforward,honest,inconsiderate,,,,,,,
36247,,"{""Sound"":""slow, speed impediment, awkward, rough, stutter""}",survey-text,4,2.1.0,125504,5f5967d6e280e61b2db8e55c,691666c81a5eeee631c26019,69166df573b35563121103c5,sound,b1dqavy30x.csv,slow,speed impediment,awkward,rough,stutter,,,,,,,
9141,,"{""Know"":""no""}",survey-text,5,2.1.0,134652,5f5967d6e280e61b2db8e55c,691666c81a5eeee631c26019,69166df573b35563121103c5,know,b1dqavy30x.csv,no,,,,,,,,,,,
83949,,"{""Person"":""spectrum, how long, levels, functional""}",survey-text,2,2.1.0,137166,5bd7169c6d82850001257d57,691666c81a5eeee631c26019,69168158727c0d43b33d23e8,person,b70t3aq4g6.csv,spectrum,how long,levels,functional,,,,,,,,
145636,,"{""Behavior"":""tends to repeat the same behavior, fear, scared of irrational thoughts that aren't there""}",survey-text,3,2.1.0,282858,5bd7169c6d82850001257d57,691666c81a5eeee631c26019,69168158727c0d43b33d23e8,behavior,b70t3aq4g6.csv,tends to repeat the same behavior,fear,scared of irrational thoughts that aren't there,,,,,,,,,
115322,,"{""Sound"":""some hum or repeat words over and over, some have a tick or shake to calm themselves down,""}",survey-text,4,2.1.0,398237,5bd7169c6d82850001257d57,691666c81a5eeee631c26019,69168158727c0d43b33d23e8,sound,b70t3aq4g6.csv,some hum or repeat words over and over,some have a tick or shake to calm themselves down,,,,,,,,,,
11386,,"{""Know"":""no""}",survey-text,5,2.1.0,409659,5bd7169c6d82850001257d57,691666c81a5eeee631c26019,69168158727c0d43b33d23e8,know,b70t3aq4g6.csv,no,,,,,,,,,,,
23407,,"{""Person"":""extreme focus, talent, need help, need support, spectrum""}",survey-text,2,2.1.0,36286,6173153923f87c01a847eb5b,691666c81a5eeee631c26019,69166c3e4d165d8bcb1fb277,person,badl3ndj5w.csv,extreme focus,talent,need help,need support,spectrum,,,,,,,
34231,,"{""Behavior"":""focus, unaware, singularity, non-verbal, talk too much""}",survey-text,3,2.1.0,70522,6173153923f87c01a847eb5b,691666c81a5eeee631c26019,69166c3e4d165d8bcb1fb277,behavior,badl3ndj5w.csv,focus,unaware,singularity,non-verbal,talk too much,,,,,,,
29576,,"{""Sound"":""normal, everyday, non-verbal, impaired, loud""}",survey-text,4,2.1.0,100103,6173153923f87c01a847eb5b,691666c81a5eeee631c26019,69166c3e4d165d8bcb1fb277,sound,badl3ndj5w.csv,normal,everyday,non-verbal,impaired,loud,,,,,,,
63987,,"{""Know"":""I know people who identify as autistic, but have never been formally diagnosed. I also follow a TikTok creator that has autism, but I'm not sure if that's what you're asking in this question. In my normal day to day life, I do not know anyone that has been clinically diagnosed as autistic.""}",survey-text,5,2.1.0,164095,6173153923f87c01a847eb5b,691666c81a5eeee631c26019,69166c3e4d165d8bcb1fb277,know,badl3ndj5w.csv,I know people who identify as autistic,but have never been formally diagnosed. I also follow a TikTok creator that has autism,but I'm not sure if that's what you're asking in this question. In my normal day to day life,I do not know anyone that has been clinically diagnosed as autistic.,,,,,,,,
21955,,"{""Person"":""quirky,awkward,savant,unadjusted,strange""}",survey-text,2,2.1.0,25919,60ceeec3a0bed4a1e603b8d7,691666c81a5eeee631c26019,69167418353aa65becc10988,person,bdhf4z64hv.csv,quirky,awkward,savant,unadjusted,strange,,,,,,,
28410,,"{""Behavior"":""fastidious,eccentric,unusual,detailed,focused""}",survey-text,3,2.1.0,54331,60ceeec3a0bed4a1e603b8d7,691666c81a5eeee631c26019,69167418353aa65becc10988,behavior,bdhf4z64hv.csv,fastidious,eccentric,unusual,detailed,focused,,,,,,,
10485,,"{""Sound"":""eccentric,strange,weird,logical,rational""}",survey-text,4,2.1.0,64818,60ceeec3a0bed4a1e603b8d7,691666c81a5eeee631c26019,69167418353aa65becc10988,sound,bdhf4z64hv.csv,eccentric,strange,weird,logical,rational,,,,,,,
2942,,"{""Know"":""No""}",survey-text,5,2.1.0,67762,60ceeec3a0bed4a1e603b8d7,691666c81a5eeee631c26019,69167418353aa65becc10988,know,bdhf4z64hv.csv,No,,,,,,,,,,,
22516,,"{""Person"":""smart, different,interests,awkward,unique""}",survey-text,2,2.1.0,28107,672e893282c5078f8e51ff28,691666c81a5eeee631c26019,691670b073b3556312110421,person,btxtmgvojl.csv,smart,different,interests,awkward,unique,,,,,,,
26467,,"{""Behavior"":""different,inappropiate,reserved, detailed, controlled ""}",survey-text,3,2.1.0,54575,672e893282c5078f8e51ff28,691666c81a5eeee631c26019,691670b073b3556312110421,behavior,btxtmgvojl.csv,different,inappropiate,reserved,detailed,controlled,,,,,,,
59862,,"{""Sound"":""normal, words,conversation,unqie,funny""}",survey-text,4,2.1.0,114437,672e893282c5078f8e51ff28,691666c81a5eeee631c26019,691670b073b3556312110421,sound,btxtmgvojl.csv,normal,words,conversation,unqie,funny,,,,,,,
3282,,"{""Know"":""yes""}",survey-text,5,2.1.0,117720,672e893282c5078f8e51ff28,691666c81a5eeee631c26019,691670b073b3556312110421,know,btxtmgvojl.csv,yes,,,,,,,,,,,
77028,,"{""Person"":""Unique, intelligent, thoughtful, detail-oriented, focused, sensitive, creative, different, analytical, introspective ""}",survey-text,2,2.1.0,87858,68379f3fafa634a21d761586,691666c81a5eeee631c26019,69166e214628eb27b3778cdb,person,c2bj2k45s3.csv,Unique,intelligent,thoughtful,detail-oriented,focused,sensitive,creative,different,analytical,introspective,,
81049,,"{""Behavior"":""Focused, repetitive, routine-oriented, attentive to detail, socially reserved, sensitive to stimuli, analytical, independent, methodical, introspective""}",survey-text,3,2.1.0,168910,68379f3fafa634a21d761586,691666c81a5eeee631c26019,69166e214628eb27b3778cdb,behavior,c2bj2k45s3.csv,Focused,repetitive,routine-oriented,attentive to detail,socially reserved,sensitive to stimuli,analytical,independent,methodical,introspective,,
55356,,"{""Sound"":""Calm, monotone, precise, soft-spoken, measured, deliberate, expressive, clear, thoughtful, quiet""}",survey-text,4,2.1.0,224268,68379f3fafa634a21d761586,691666c81a5eeee631c26019,69166e214628eb27b3778cdb,sound,c2bj2k45s3.csv,Calm,monotone,precise,soft-spoken,measured,deliberate,expressive,clear,thoughtful,quiet,,
19726,,"{""Know"":""My cousin""}",survey-text,5,2.1.0,244004,68379f3fafa634a21d761586,691666c81a5eeee631c26019,69166e214628eb27b3778cdb,know,c2bj2k45s3.csv,My cousin,,,,,,,,,,,
45264,,"{""Person"":""friendly, smart, awkward, talkative, good memory""}",survey-text,2,2.1.0,50815,5c0b388b9c7b1100015ab55f,691666c81a5eeee631c26019,69166d29c4ce820463851366,person,ceqrd3jb3p.csv,friendly,smart,awkward,talkative,good memory,,,,,,,
83294,,"{""Behavior"":""attentive, rocks, repetitive, confused, anxious""}",survey-text,3,2.1.0,134110,5c0b388b9c7b1100015ab55f,691666c81a5eeee631c26019,69166d29c4ce820463851366,behavior,ceqrd3jb3p.csv,attentive,rocks,repetitive,confused,anxious,,,,,,,
28657,,"{""Sound"":""normal, worried, monotone, anxious, insecure""}",survey-text,4,2.1.0,162769,5c0b388b9c7b1100015ab55f,691666c81a5eeee631c26019,69166d29c4ce820463851366,sound,ceqrd3jb3p.csv,normal,worried,monotone,anxious,insecure,,,,,,,
6305,,"{""Know"":""yes""}",survey-text,5,2.1.0,169087,5c0b388b9c7b1100015ab55f,691666c81a5eeee631c26019,69166d29c4ce820463851366,know,ceqrd3jb3p.csv,yes,,,,,,,,,,,
116777,,"{""Person"":""stigmatized, introverted, reserve, sensory overload, adhere to structural ""}",survey-text,2,2.1.0,124403,566a19b57da035000fb39b89,691666c81a5eeee631c26019,69166ef8194538cf6836dc1e,person,ch0bqvt1h5.csv,stigmatized,introverted,reserve,sensory overload,adhere to structural,,,,,,,
127531,,"{""Behavior"":""Particular, like to take their time when it comes doing certain things, organized, detail focus, cautious  ""}",survey-text,3,2.1.0,251936,566a19b57da035000fb39b89,691666c81a5eeee631c26019,69166ef8194538cf6836dc1e,behavior,ch0bqvt1h5.csv,Particular,like to take their time when it comes doing certain things,organized,detail focus,cautious,,,,,,,
57675,,"{""Sound"":""Cautionary, patience with their words, consideration, picky and sometime lack of maturity ""}",survey-text,4,2.1.0,309614,566a19b57da035000fb39b89,691666c81a5eeee631c26019,69166ef8194538cf6836dc1e,sound,ch0bqvt1h5.csv,Cautionary,patience with their words,consideration,picky and sometime lack of maturity,,,,,,,,
12483,,"{""Know"":""Yes, I knew a few people who is on the spectrum. ""}",survey-text,5,2.1.0,322102,566a19b57da035000fb39b89,691666c81a5eeee631c26019,69166ef8194538cf6836dc1e,know,ch0bqvt1h5.csv,Yes,I knew a few people who is on the spectrum.,,,,,,,,,,
53406,,"{""Person"":""different, shy, no eye contact, awkward, childlike""}",survey-text,2,2.1.0,83879,63cc5fddd5813c609d5b28d5,691666c81a5eeee631c26019,69167000c39e632510e43fb4,person,deean9ekm1.csv,different,shy,no eye contact,awkward,childlike,,,,,,,
38982,,"{""Behavior"":""Quite, no eye contact, socially awkward, says thing as they are, no filters, ""}",survey-text,3,2.1.0,122870,63cc5fddd5813c609d5b28d5,691666c81a5eeee631c26019,69167000c39e632510e43fb4,behavior,deean9ekm1.csv,Quite,no eye contact,socially awkward,says thing as they are,no filters,,,,,,,
43605,,"{""Sound"":""normal, repeats, childlike, quieter, timid""}",survey-text,4,2.1.0,166487,63cc5fddd5813c609d5b28d5,691666c81a5eeee631c26019,69167000c39e632510e43fb4,sound,deean9ekm1.csv,normal,repeats,childlike,quieter,timid,,,,,,,
6102,,"{""Know"":""no""}",survey-text,5,2.1.0,172595,63cc5fddd5813c609d5b28d5,691666c81a5eeee631c26019,69167000c39e632510e43fb4,know,deean9ekm1.csv,no,,,,,,,,,,,
35647,,"{""Person"":""smart, structured, awkward, monotone, verbal""}",survey-text,2,2.1.0,59761,5abc3250a3ba7a0001b44c37,691666c81a5eeee631c26019,69166ddd222af351c9e2ac02,person,dntm4p3vr9.csv,smart,structured,awkward,monotone,verbal,,,,,,,
61429,,"{""Behavior"":""quiet, slow, different, moving, interesting""}",survey-text,3,2.1.0,121193,5abc3250a3ba7a0001b44c37,691666c81a5eeee631c26019,69166ddd222af351c9e2ac02,behavior,dntm4p3vr9.csv,quiet,slow,different,moving,interesting,,,,,,,
94313,,"{""Sound"":""monotone, quiet, awkward, rushed, exaggerated ""}",survey-text,4,2.1.0,215509,5abc3250a3ba7a0001b44c37,691666c81a5eeee631c26019,69166ddd222af351c9e2ac02,sound,dntm4p3vr9.csv,monotone,quiet,awkward,rushed,exaggerated,,,,,,,
2427,,"{""Know"":""yes""}",survey-text,5,2.1.0,217942,5abc3250a3ba7a0001b44c37,691666c81a5eeee631c26019,69166ddd222af351c9e2ac02,know,dntm4p3vr9.csv,yes,,,,,,,,,,,
68342,,"{""Person"":""short attention span, sensory sensitive, repetition of things""}",survey-text,2,2.1.0,153110,63d6873b65a6170d64a652f6,691666c81a5eeee631c26019,69166cdc687cef362987d118,person,dy5be3szdg.csv,short attention span,sensory sensitive,repetition of things,,,,,,,,,
42540,,"{""Behavior"":""repetitive, habitual, narrow, unique, impatient, bluntness""}",survey-text,3,2.1.0,195654,63d6873b65a6170d64a652f6,691666c81a5eeee631c26019,69166cdc687cef362987d118,behavior,dy5be3szdg.csv,repetitive,habitual,narrow,unique,impatient,bluntness,,,,,,
72851,,"{""Sound"":""repeating words, loud voices, monotone, yelling, different or unique sounding""}",survey-text,4,2.1.0,268509,63d6873b65a6170d64a652f6,691666c81a5eeee631c26019,69166cdc687cef362987d118,sound,dy5be3szdg.csv,repeating words,loud voices,monotone,yelling,different or unique sounding,,,,,,,
9946,,"{""Know"":""not personally, no""}",survey-text,5,2.1.0,278464,63d6873b65a6170d64a652f6,691666c81a5eeee631c26019,69166cdc687cef362987d118,know,dy5be3szdg.csv,not personally,no,,,,,,,,,,
52946,,"{""Person"":""smart, active, stimming, particular, structured lifesyle ""}",survey-text,2,2.1.0,60595,60ddfe929fff846f04cd2c95,691666c81a5eeee631c26019,69166ef22f74f89862ef3254,person,dza1yb1abm.csv,smart,active,stimming,particular,structured lifesyle,,,,,,,
61663,,"{""Behavior"":""impulsive, out of habit, set in their ways, particular ""}",survey-text,3,2.1.0,122259,60ddfe929fff846f04cd2c95,691666c81a5eeee631c26019,69166ef22f74f89862ef3254,behavior,dza1yb1abm.csv,impulsive,out of habit,set in their ways,particular,,,,,,,,
47654,,"{""Sound"":""if they are non verbal it's a lot of sounds like grunts, moans, sign language etc, but if they're verbal and high functioning the sound just like everyone else""}",survey-text,4,2.1.0,169913,60ddfe929fff846f04cd2c95,691666c81a5eeee631c26019,69166ef22f74f89862ef3254,sound,dza1yb1abm.csv,if they are non verbal it's a lot of sounds like grunts,moans,sign language etc,but if they're verbal and high functioning the sound just like everyone else,,,,,,,,
60418,,"{""Know"":""Yes more than a couple people""}",survey-text,5,2.1.0,230336,60ddfe929fff846f04cd2c95,691666c81a5eeee631c26019,69166ef22f74f89862ef3254,know,dza1yb1abm.csv,Yes more than a couple people,,,,,,,,,,,
134951,,"{""Person"":""special, different, caring, smart, funny, awkward, quiet""}",survey-text,2,2.1.0,282604,66884d036c4d24aaba02c702,691666c81a5eeee631c26019,69167236a4913bf1c78ee87b,person,e7rpp8kgr0.csv,special,different,caring,smart,funny,awkward,quiet,,,,,
125299,,"{""Behavior"":""happy, smiling, friendly, polite, needful""}",survey-text,3,2.1.0,407905,66884d036c4d24aaba02c702,691666c81a5eeee631c26019,69167236a4913bf1c78ee87b,behavior,e7rpp8kgr0.csv,happy,smiling,friendly,polite,needful,,,,,,,
109859,,"{""Sound"":""quiet, stutter, slurring, muted, low-pitch""}",survey-text,4,2.1.0,517765,66884d036c4d24aaba02c702,691666c81a5eeee631c26019,69167236a4913bf1c78ee87b,sound,e7rpp8kgr0.csv,quiet,stutter,slurring,muted,low-pitch,,,,,,,
29021,,"{""Know"":""Yes, a cousin""}",survey-text,5,2.1.0,546789,66884d036c4d24aaba02c702,691666c81a5eeee631c26019,69167236a4913bf1c78ee87b,know,e7rpp8kgr0.csv,Yes,a cousin,,,,,,,,,,
58288,,"{""Person"":""intelligent, sensitive, expert, logical, creative""}",survey-text,2,2.1.0,64493,66622a784a9e6c43497fc064,691666c81a5eeee631c26019,69166e19d03ab6a6d88f5ec7,person,eepbuamsyt.csv,intelligent,sensitive,expert,logical,creative,,,,,,,
176771,,"{""Behavior"":""methodical, orderly, specific, quirky, normal""}",survey-text,3,2.1.0,241268,66622a784a9e6c43497fc064,691666c81a5eeee631c26019,69166e19d03ab6a6d88f5ec7,behavior,eepbuamsyt.csv,methodical,orderly,specific,quirky,normal,,,,,,,
54374,,"{""Sound"":""softspoken, monotone, gentle, expressive, excited""}",survey-text,4,2.1.0,295644,66622a784a9e6c43497fc064,691666c81a5eeee631c26019,69166e19d03ab6a6d88f5ec7,sound,eepbuamsyt.csv,softspoken,monotone,gentle,expressive,excited,,,,,,,
12601,,"{""Know"":""Yes""}",survey-text,5,2.1.0,308250,66622a784a9e6c43497fc064,691666c81a5eeee631c26019,69166e19d03ab6a6d88f5ec7,know,eepbuamsyt.csv,Yes,,,,,,,,,,,
59277,,"{""Person"":""particular, obsessive, compulsive, regular, tick, concerned, organized""}",survey-text,2,2.1.0,81269,670f6171756d8d3b2a73e819,691666c81a5eeee631c26019,69166d7c7a03af87a171d467,person,eju09w392q.csv,particular,obsessive,compulsive,regular,tick,concerned,organized,,,,,
54180,,"{""Behavior"":""stubborn, repetitive, sensitive, particular, serious, unwieldy, self-absorbed""}",survey-text,3,2.1.0,135452,670f6171756d8d3b2a73e819,691666c81a5eeee631c26019,69166d7c7a03af87a171d467,behavior,eju09w392q.csv,stubborn,repetitive,sensitive,particular,serious,unwieldy,self-absorbed,,,,,
59330,,"{""Sound"":""monotone, formal, mature, serious, thoughtful, weird""}",survey-text,4,2.1.0,194786,670f6171756d8d3b2a73e819,691666c81a5eeee631c26019,69166d7c7a03af87a171d467,sound,eju09w392q.csv,monotone,formal,mature,serious,thoughtful,weird,,,,,,
11980,,"{""Know"":""no, I do not know anyone autistic.""}",survey-text,5,2.1.0,206772,670f6171756d8d3b2a73e819,691666c81a5eeee631c26019,69166d7c7a03af87a171d467,know,eju09w392q.csv,no,I do not know anyone autistic.,,,,,,,,,,
59215,,"{""Person"":""Introvert , loyal , sincere, perceptive, patient,  imaginative""}",survey-text,2,2.1.0,120706,677679d8f8b195498c2f7a09,691666c81a5eeee631c26019,6916771ffcacdb9cb7632b87,person,esmonth672.csv,Introvert,loyal,sincere,perceptive,patient,imaginative,,,,,,
103010,,"{""Behavior"":""sensitive, strong, calm demeanor, avoiding eye contact, focus""}",survey-text,3,2.1.0,223720,677679d8f8b195498c2f7a09,691666c81a5eeee631c26019,6916771ffcacdb9cb7632b87,behavior,esmonth672.csv,sensitive,strong,calm demeanor,avoiding eye contact,focus,,,,,,,
98092,,"{""Sound"":""steady, monotone, expressive , gentle, rapid, slow-paced""}",survey-text,4,2.1.0,321816,677679d8f8b195498c2f7a09,691666c81a5eeee631c26019,6916771ffcacdb9cb7632b87,sound,esmonth672.csv,steady,monotone,expressive,gentle,rapid,slow-paced,,,,,,
21483,,"{""Know"":""Yes, a friend""}",survey-text,5,2.1.0,343312,677679d8f8b195498c2f7a09,691666c81a5eeee631c26019,6916771ffcacdb9cb7632b87,know,esmonth672.csv,Yes,a friend,,,,,,,,,,
99499,,"{""Person"":""Smart, caring, creative, emotional, kind""}",survey-text,2,2.1.0,131398,671a80f4ca33770b00602f07,691666c81a5eeee631c26019,691672dd9542f84bfa9d57a2,person,eu7z2x395d.csv,Smart,caring,creative,emotional,kind,,,,,,,
96158,,"{""Behavior"":""overwhelmed, sensitive, honest, respectful, unfocused ""}",survey-text,3,2.1.0,227557,671a80f4ca33770b00602f07,691666c81a5eeee631c26019,691672dd9542f84bfa9d57a2,behavior,eu7z2x395d.csv,overwhelmed,sensitive,honest,respectful,unfocused,,,,,,,
93342,,"{""Sound"":""quiet, hesitant, precise, repetitive, direct""}",survey-text,4,2.1.0,320901,671a80f4ca33770b00602f07,691666c81a5eeee631c26019,691672dd9542f84bfa9d57a2,sound,eu7z2x395d.csv,quiet,hesitant,precise,repetitive,direct,,,,,,,
8979,,"{""Know"":""yes""}",survey-text,5,2.1.0,329885,671a80f4ca33770b00602f07,691666c81a5eeee631c26019,691672dd9542f84bfa9d57a2,know,eu7z2x395d.csv,yes,,,,,,,,,,,
32177,,"{""Person"":""someone on a different level mentally than  a normal mental person""}",survey-text,2,2.1.0,48040,672fc2d5ebb0ecd2a78cf80b,691666c81a5eeee631c26019,69166d82a778638de0f59977,person,f5xezhcv0z.csv,someone on a different level mentally than  a normal mental person,,,,,,,,,,,
104192,,"{""Behavior"":""robotic, unusual, unique, regimented, repetitive""}",survey-text,3,2.1.0,152240,672fc2d5ebb0ecd2a78cf80b,691666c81a5eeee631c26019,69166d82a778638de0f59977,behavior,f5xezhcv0z.csv,robotic,unusual,unique,regimented,repetitive,,,,,,,
44715,,"{""Sound"":""monotone, emotionless, masked, quiet, stilting""}",survey-text,4,2.1.0,196964,672fc2d5ebb0ecd2a78cf80b,691666c81a5eeee631c26019,69166d82a778638de0f59977,sound,f5xezhcv0z.csv,monotone,emotionless,masked,quiet,stilting,,,,,,,
3753,,"{""Know"":""no""}",survey-text,5,2.1.0,200729,672fc2d5ebb0ecd2a78cf80b,691666c81a5eeee631c26019,69166d82a778638de0f59977,know,f5xezhcv0z.csv,no,,,,,,,,,,,
60677,,"{""Person"":""Unique, awkward, intelligent, lost, helpful, unemotional""}",survey-text,2,2.1.0,82166,66293a3bac9b03d00e8a57e0,691666c81a5eeee631c26019,69166d94ed26392c9315ff20,person,f9hmcc5ux3.csv,Unique,awkward,intelligent,lost,helpful,unemotional,,,,,,
81437,,"{""Behavior"":""Abnormal, awkward, robotic, strange, deliberate""}",survey-text,3,2.1.0,163611,66293a3bac9b03d00e8a57e0,691666c81a5eeee631c26019,69166d94ed26392c9315ff20,behavior,f9hmcc5ux3.csv,Abnormal,awkward,robotic,strange,deliberate,,,,,,,
39978,,"{""Sound"":""Robotic, unemotional, deliberate, loud, rude""}",survey-text,4,2.1.0,203593,66293a3bac9b03d00e8a57e0,691666c81a5eeee631c26019,69166d94ed26392c9315ff20,sound,f9hmcc5ux3.csv,Robotic,unemotional,deliberate,loud,rude,,,,,,,
6892,,"{""Know"":""Yes""}",survey-text,5,2.1.0,210492,66293a3bac9b03d00e8a57e0,691666c81a5eeee631c26019,69166d94ed26392c9315ff20,know,f9hmcc5ux3.csv,Yes,,,,,,,,,,,
79825,,"{""Person"":""neurodivergent, special, artistic. interesting, common""}",survey-text,2,2.1.0,91674,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,person,fcw9s5ko08.csv,neurodivergent,special,artistic. interesting,common,,,,,,,,
65405,,"{""Behavior"":""unusual, eccentric, oddly, enthusiastically, differently ""}",survey-text,3,2.1.0,157082,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,behavior,fcw9s5ko08.csv,unusual,eccentric,oddly,enthusiastically,differently,,,,,,,
49704,,"{""Sound"":""smart, intelligent, interesting, focused, engaging ""}",survey-text,4,2.1.0,206792,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,sound,fcw9s5ko08.csv,smart,intelligent,interesting,focused,engaging,,,,,,,
5189,,"{""Know"":""yes ""}",survey-text,5,2.1.0,211988,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,know,fcw9s5ko08.csv,yes ,,,,,,,,,,,
67799,,"{""Person"":""focused, perceptive, honest, creative, analytical, passionate""}",survey-text,2,2.1.0,146496,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,person,fhxq1b65m2.csv,focused,perceptive,honest,creative,analytical,passionate,,,,,,
62603,,"{""Behavior"":""direct, focused, sensory-sensitive, thoughtful, literal, intense""}",survey-text,3,2.1.0,209104,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,behavior,fhxq1b65m2.csv,direct,focused,sensory-sensitive,thoughtful,literal,intense,,,,,,
38677,,"{""Sound"":""precise, literal, scripted, direct, expressive, rhythmic""}",survey-text,4,2.1.0,247786,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,sound,fhxq1b65m2.csv,precise,literal,scripted,direct,expressive,rhythmic,,,,,,
11060,,"{""Know"":""no""}",survey-text,5,2.1.0,258850,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,know,fhxq1b65m2.csv,no,,,,,,,,,,,
127868,,"{""Person"":""Logical, smart, calculated, passionate, opinionated, dedicated, stubborn""}",survey-text,2,2.1.0,143493,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,person,flzpmnnlq7.csv,Logical,smart,calculated,passionate,opinionated,dedicated,stubborn,,,,,
154145,,"{""Behavior"":""routine, careful, thoughtful, normal, internal""}",survey-text,3,2.1.0,297639,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,behavior,flzpmnnlq7.csv,routine,careful,thoughtful,normal,internal,,,,,,,
