rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,question_type,source_file
12416,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,12424,6626b05a15db572c21948eb7,691666c81a5eeee631c26019,69166f750f7d44c1a5b2c71c,,86zgk22h35.csv
16173,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,28599,6626b05a15db572c21948eb7,691666c81a5eeee631c26019,69166f750f7d44c1a5b2c71c,,86zgk22h35.csv
31201,,"{""Person"":""anxious, social problems, smart, quiet, nervous""}",survey-text,2,2.1.0,59817,6626b05a15db572c21948eb7,691666c81a5eeee631c26019,69166f750f7d44c1a5b2c71c,person,86zgk22h35.csv
57929,,"{""Behavior"":""quiet, non-conforming, nervous, jerky movement, staring""}",survey-text,3,2.1.0,117755,6626b05a15db572c21948eb7,691666c81a5eeee631c26019,69166f750f7d44c1a5b2c71c,behavior,86zgk22h35.csv
85458,,"{""Sound"":""normal, hesitant, quiet, reserved, friendly ""}",survey-text,4,2.1.0,203222,6626b05a15db572c21948eb7,691666c81a5eeee631c26019,69166f750f7d44c1a5b2c71c,sound,86zgk22h35.csv
6104,,"{""Know"":""No""}",survey-text,5,2.1.0,209338,6626b05a15db572c21948eb7,691666c81a5eeee631c26019,69166f750f7d44c1a5b2c71c,know,86zgk22h35.csv
5887,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,215228,6626b05a15db572c21948eb7,691666c81a5eeee631c26019,69166f750f7d44c1a5b2c71c,,86zgk22h35.csv
101853,,"{""understood"":true,""age"":75,""gender"":""Female"",""ethnicity"":""Mixed ethnicity"",""enjoy"":""Worse than average study"",""payment"":""The payment was fair"",""comments"":""I wasn't expecting what I got, and I didn't have much to share about the impressions requested. I hope my contributions were helpful."",""question1"":null}",survey,7,3.0.0,317171,6626b05a15db572c21948eb7,691666c81a5eeee631c26019,69166f750f7d44c1a5b2c71c,,86zgk22h35.csv
11729,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,11740,5d17ad8f9bd0710001aaa93a,691666c81a5eeee631c26019,69166d0561e6c26ce38fc874,,9e51axvjx1.csv
22092,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,33835,5d17ad8f9bd0710001aaa93a,691666c81a5eeee631c26019,69166d0561e6c26ce38fc874,,9e51axvjx1.csv
32180,,"{""Person"":""Smart, Intelligent, Awkward, Anti-social, Special""}",survey-text,2,2.1.0,66020,5d17ad8f9bd0710001aaa93a,691666c81a5eeee631c26019,69166d0561e6c26ce38fc874,person,9e51axvjx1.csv
19805,,"{""Behavior"":""Awkward, Odd, Strange, Unconventional, Unaware, ""}",survey-text,3,2.1.0,85827,5d17ad8f9bd0710001aaa93a,691666c81a5eeee631c26019,69166d0561e6c26ce38fc874,behavior,9e51axvjx1.csv
72126,,"{""Sound"":""Intelligent, Normal, Complex, Nervous, Clear""}",survey-text,4,2.1.0,157955,5d17ad8f9bd0710001aaa93a,691666c81a5eeee631c26019,69166d0561e6c26ce38fc874,sound,9e51axvjx1.csv
5618,,"{""Know"":""yes""}",survey-text,5,2.1.0,163580,5d17ad8f9bd0710001aaa93a,691666c81a5eeee631c26019,69166d0561e6c26ce38fc874,know,9e51axvjx1.csv
9766,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,173347,5d17ad8f9bd0710001aaa93a,691666c81a5eeee631c26019,69166d0561e6c26ce38fc874,,9e51axvjx1.csv
28016,,"{""understood"":true,""age"":30,""gender"":""Female"",""ethnicity"":""White"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""comments"":""None"",""question1"":null}",survey,7,3.0.0,201585,5d17ad8f9bd0710001aaa93a,691666c81a5eeee631c26019,69166d0561e6c26ce38fc874,,9e51axvjx1.csv
2135,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,2144,663f8b8c5491cf738a5d35db,691666c81a5eeee631c26019,69166fb3f737352a8c8813d6,,9fyw3wyxpn.csv
3562,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,5709,663f8b8c5491cf738a5d35db,691666c81a5eeee631c26019,69166fb3f737352a8c8813d6,,9fyw3wyxpn.csv
44044,,"{""Person"":""delayed, different, anti-social, weird, smart""}",survey-text,2,2.1.0,49760,663f8b8c5491cf738a5d35db,691666c81a5eeee631c26019,69166fb3f737352a8c8813d6,person,9fyw3wyxpn.csv
19682,,"{""Behavior"":""different, atypical, weird, strange, unconventional""}",survey-text,3,2.1.0,69444,663f8b8c5491cf738a5d35db,691666c81a5eeee631c26019,69166fb3f737352a8c8813d6,behavior,9fyw3wyxpn.csv
32499,,"{""Sound"":""normal, slow-speaking, regular, human, like me""}",survey-text,4,2.1.0,101945,663f8b8c5491cf738a5d35db,691666c81a5eeee631c26019,69166fb3f737352a8c8813d6,sound,9fyw3wyxpn.csv
6693,,"{""Know"":""No""}",survey-text,5,2.1.0,108645,663f8b8c5491cf738a5d35db,691666c81a5eeee631c26019,69166fb3f737352a8c8813d6,know,9fyw3wyxpn.csv
2049,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,110695,663f8b8c5491cf738a5d35db,691666c81a5eeee631c26019,69166fb3f737352a8c8813d6,,9fyw3wyxpn.csv
15905,,"{""understood"":true,""age"":33,""gender"":""Female"",""ethnicity"":""White, Asian"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,7,3.0.0,126678,663f8b8c5491cf738a5d35db,691666c81a5eeee631c26019,69166fb3f737352a8c8813d6,,9fyw3wyxpn.csv
11460,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,11474,6653691608992eba0cff2cbf,691666c81a5eeee631c26019,69166d716aa32a64804800a2,,9u5hhqc5t4.csv
55253,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,66728,6653691608992eba0cff2cbf,691666c81a5eeee631c26019,69166d716aa32a64804800a2,,9u5hhqc5t4.csv
61936,,"{""Person"":""Autism presents in several ways but is best known for detachment from others.""}",survey-text,2,2.1.0,128668,6653691608992eba0cff2cbf,691666c81a5eeee631c26019,69166d716aa32a64804800a2,person,9u5hhqc5t4.csv
68840,,"{""Behavior"":""detached, repetitive motions, rocking, decreased verbal expression""}",survey-text,3,2.1.0,197508,6653691608992eba0cff2cbf,691666c81a5eeee631c26019,69166d716aa32a64804800a2,behavior,9u5hhqc5t4.csv
59640,,"{""Sound"":""can be quiet or loud, autism comes in a spectrum and presents in many ways""}",survey-text,4,2.1.0,257149,6653691608992eba0cff2cbf,691666c81a5eeee631c26019,69166d716aa32a64804800a2,sound,9u5hhqc5t4.csv
11065,,"{""Know"":""yes""}",survey-text,5,2.1.0,268216,6653691608992eba0cff2cbf,691666c81a5eeee631c26019,69166d716aa32a64804800a2,know,9u5hhqc5t4.csv
7267,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,275484,6653691608992eba0cff2cbf,691666c81a5eeee631c26019,69166d716aa32a64804800a2,,9u5hhqc5t4.csv
42297,,"{""understood"":true,""age"":54,""gender"":""Male"",""ethnicity"":""caucasian"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""comments"":""no"",""question1"":null}",survey,7,3.0.0,317870,6653691608992eba0cff2cbf,691666c81a5eeee631c26019,69166d716aa32a64804800a2,,9u5hhqc5t4.csv
2511,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,2524,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,,a080whw93e.csv
31063,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,33588,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,,a080whw93e.csv
124328,,"{""Person"":""neurodivergent, spicy, intelligent, creative, dino nuggies""}",survey-text,2,2.1.0,157921,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,person,a080whw93e.csv
25860,,"{""Behavior"":""shy, sensitive, obsessive, quiet, antisocial""}",survey-text,3,2.1.0,183783,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,behavior,a080whw93e.csv
24804,,"{""Sound"":""just like everyone else""}",survey-text,4,2.1.0,208588,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,sound,a080whw93e.csv
11143,,"{""Know"":""yes""}",survey-text,5,2.1.0,219734,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,know,a080whw93e.csv
3072,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,222806,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,,a080whw93e.csv
27724,,"{""understood"":true,""age"":36,""gender"":""Female"",""ethnicity"":""Caucasian "",""enjoy"":""Average study"",""payment"":""The payment was fair"",""comments"":""no"",""question1"":null}",survey,7,3.0.0,250621,5d23cee7771223001647e8c7,691666c81a5eeee631c26019,691670ede77fdb5e576d6aaa,,a080whw93e.csv
1895681,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,1895698,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,,almumq19sd.csv
4052,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,1899755,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,,almumq19sd.csv
74371,,"{""Person"":""rigid, neurodivergent, anxious, bright, confused""}",survey-text,2,2.1.0,1974141,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,person,almumq19sd.csv
37848,,"{""Behavior"":""differently, cautious, apprehensively, deliberately, hesitantly""}",survey-text,3,2.1.0,2011995,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,behavior,almumq19sd.csv
82471,,"{""Sound"":""varied, quiet, monotone, normal, confused""}",survey-text,4,2.1.0,2094472,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,sound,almumq19sd.csv
3549,,"{""Know"":""yes""}",survey-text,5,2.1.0,2098043,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,know,almumq19sd.csv
2670,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,2100717,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,,almumq19sd.csv
24613,,"{""understood"":true,""age"":47,""gender"":""Female"",""ethnicity"":""Caucasian"",""enjoy"":""Average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,7,3.0.0,2125467,608aede3203836ab453453a0,691666c81a5eeee631c26019,69166e01770f590c6fce75bb,,almumq19sd.csv
1971,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,2001,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,,asfkggl720.csv
4406,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,6410,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,,asfkggl720.csv
64290,,"{""Person"":""special needs, disabled, unfocused, loud, dysfunctional""}",survey-text,2,2.1.0,70726,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,person,asfkggl720.csv
21163,,"{""Behavior"":""loud, violent, unfocused, confused""}",survey-text,3,2.1.0,91894,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,behavior,asfkggl720.csv
46898,,"{""Sound"":""loud, uninterested, unfocused, different""}",survey-text,4,2.1.0,138796,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,sound,asfkggl720.csv
7304,,"{""Know"":""Yes""}",survey-text,5,2.1.0,146121,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,know,asfkggl720.csv
1377,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,147503,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,,asfkggl720.csv
17222,,"{""understood"":false,""age"":35,""gender"":""Female"",""ethnicity"":""caucasian"",""enjoy"":""Average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,7,3.0.0,165028,6596be88a11683cdae324f1b,691666c81a5eeee631c26019,69166d87c53fb3468ff536c0,,asfkggl720.csv
